hotel,county,description,expiry,offer_url,image_url,province,currency,min_price,expiry_date
redcastle hotel and spa,donegal,"2 Night Coastal Getaway!
2 Nights B&B, Room Upgrade, Glass of Bubbly, Spa Retail Credit & Leisure Facilities Access
2 Sharing: Midweek from €239 | Limited Weekends from €449","July 29, 2026",https://rorystravelclub.com/pages/redcastlehtlandspaoffer3,https://rorystravelclub.com/cdn/shop/files/Redcastle_1_63a0fe09-0d56-4ed8-ac77-8f44bab1a92a.jpg?v=1719928188&width=600,Ulster,€,239.0,
db stays,antrim,10%OFF a 2-Night Stay at DB Stays in Portrush (Save £50+),"December 31, 2026",https://rorystravelclub.com/pages/dbstaysoffer25,https://rorystravelclub.com/cdn/shop/files/DB_STAYS_4.png?v=1747143983&width=600,Unknown,£,50.0,
city hotel derry,derry,"3 Nights Dinner, Bed & Breakfast
2 Sharing: £455
Family of 3: £510 | Family of 4: £550","August 27, 2026",https://rorystravelclub.com/pages/cityhotelderryfamily26,https://rorystravelclub.com/cdn/shop/files/derry_city_hotel_2.jpg?v=1710433286&width=600,Unknown,£,455.0,
"mcgettigan’s hotel, letterkenny",donegal,Get 15% Discount on Bed & Breakfast,"December 31, 2026",https://rorystravelclub.com/pages/mcgettiganshotel,https://rorystravelclub.com/cdn/shop/files/McGettigan_s_Hotel_Letterkenny_3.jpg?v=1752767202&width=600,Ulster,,,
sweeneys hotel,donegal,"Bed, Breakfast, Main Course & Cocktail
Midweek €155 | Weekend €175","July 31, 2026",https://rorystravelclub.com/pages/sweeneyshoteldungloe,https://rorystravelclub.com/cdn/shop/files/1_93.png?v=1776416880&width=600,Ulster,€,155.0,
ballyliffin lodge hotel and spa,donegal,"Offer 1: 1 Night B&B, Evening Meal & Spa Treatment
From €229 for 2 Sharing
Offer 2: 2 Nights B&B, Evening Meal & Spa Treatment
From €340 for 2 Sharing","August 31, 2026",https://rorystravelclub.com/pages/ballyliffinlodgexrtc,https://rorystravelclub.com/cdn/shop/files/Mobile_Rory_Travel_1.png?v=1782740865&width=600,Ulster,€,229.0,
mountainview lodge,down,2-Night Stay at Mountainview Lodge in Mourne Mountains for £950,"December 31, 2026",https://rorystravelclub.com/pages/mountainviewlodge25,https://rorystravelclub.com/cdn/shop/files/Mountain_View_Lodge_4_9c4fd2b7-4305-4060-9312-14488cdfc6dc.png?v=1747323677&width=600,Unknown,£,950.0,
errigal country house hotel,cavan,3 Great Offers to Choose From,"August 31, 2026",https://rorystravelclub.com/pages/lperrigalcountryhousehotel,https://rorystravelclub.com/cdn/shop/files/ERRIGAL_COUNTRY_HOUSE_HOTEL_2.jpg?v=1754315989&width=600,Ulster,,,
glenavon hotel,tyrone,"B&B, Main Course, Cocktail & Leisure Centre Access
2 Sharing from £159","September 30, 2026",https://rorystravelclub.com/pages/glenavonhotel,https://rorystravelclub.com/cdn/shop/files/5c05184f-028a-4861-baea-e1dc980d94fc.avif?v=1782377179&width=600,Unknown,£,159.0,
la mon hotel & country club,down,"2 Nights B&B, Main Course with Glass of Wine On One Night & Leisure Facility Access
Sunday - Thursday From £219 | Fridays & Saturdays From £239","August 31, 2026",https://rorystravelclub.com/pages/lamonhtlcc,https://rorystravelclub.com/cdn/shop/files/503e553c-583a-4664-8979-b8a86f342a0b.avif?v=1781883597&width=600,Unknown,£,219.0,
lusty beg island resort & spa,fermanagh,"2 Night B&B Stay With Bottle of Prosecco
2 sharing from £248","August 31, 2026",https://rorystravelclub.com/pages/lustybegislandsummer2026,https://rorystravelclub.com/cdn/shop/files/0886f819-df09-4a85-a79d-25b527852839.avif?v=1782376824&width=600,Unknown,£,248.0,
moxy belfast city,antrim,"B&B with moxy cocktail, bottle of prosecco & late checkout
2 Sharing: sun-thurs from £129 | friday from £149 | Saturday from £189
Solo: sun-thurs from £119 | friday from £139 | Saturday from £179","September 30, 2026",https://rorystravelclub.com/pages/moxyhotel-belfast,https://rorystravelclub.com/cdn/shop/files/20801011-e768-4c68-a903-ab9c974ac7aa.avif?v=1782979349&width=600,Unknown,£,119.0,
room2,down,"2 Night B&B stay, Room Upgrade & Late Checkout Until 2pm
2 Sharing from £300","July 31, 2026",https://rorystravelclub.com/pages/room2,https://rorystravelclub.com/cdn/shop/files/54ad45f6-1484-4fd9-bc74-ffbb1e158e36.avif?v=1781883738&width=600,Unknown,£,300.0,
the lake of shadows hotel,donegal,"20% OFF Stays & Late Check Out*
2 Sharing: Midweek Stay from €89.60 | Friday from €97.60","August 21, 2026",https://rorystravelclub.com/pages/thelakeofshadowshotel,https://rorystravelclub.com/cdn/shop/files/hotel_exterior_hi_res.jpg?v=1782377014&width=600,Ulster,€,89.6,
the lough & quay - wellness escape,down,"Stay in a Sea View Room & Wellness Session at Revive Saunas Rostrevor

£110 for 2 Sharing","July 16, 2026",https://rorystravelclub.com/pages/theloughandquay,https://rorystravelclub.com/cdn/shop/files/1cef583c-3f38-4420-9e93-c8ac06fef6e9.avif?v=1781883688&width=600,Unknown,£,110.0,
the marcus portrush,antrim,"Offer 1: B&B, 2 Course Dinner, Free Bottle of Wine & Late Checkout
Sunday - Thursday from £160 | Friday from £180 | Saturday from £190
Offer 2: 2 Nights B&B,2 COurse dinner, Free Bottle of Wine & Late Checkout
Sunday - Wed from £290 | Friday from £390","July 31, 2026",https://rorystravelclub.com/pages/themarcusportrush,https://rorystravelclub.com/cdn/shop/files/1_18.png?v=1769432381&width=600,Unknown,£,160.0,
the valley hotel,tyrone,"2 Nights B&B, Packed Lunch, Bottle of Bubbly & Late Checkout
2 Sharing: Midweeks from £170 | Weekends from £200","June 30, 2026",https://rorystravelclub.com/pages/thevalleyhotelxrtc,https://rorystravelclub.com/cdn/shop/files/valleyhotel.avif?v=1781516159&width=600,Unknown,£,170.0,
